"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57"
"Zdhhc22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zdhhc23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zdhhc24",0,0,0,17.0699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41415e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zdhhc25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zdhhc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73298
"Zdhhc4",0,0,0,0,39,0,4,81,24,0,1,0,0,1,0,0,0,0,0,9.5100500386641,0,0,0,1,205.0001,0,0,1,0,0,0,1,0,1,0,0,94.9537,0,173,1.76995,0,0,167.99995,0,1,1,0,323.9997,0,12,116.339,0,3.3505,0,1,17,132
"Zdhhc5",0,1,0,42.517,23.0039,141,10.3031,75.3581,207,0,1,0,67,0,0,16.1416,20.3827,0,0,0,1.7193,0,0,128.297,2,27.4675,0,2.00383,765,0,0,0,2.00924,16,13.3526,0,1,108.227,1.14195,8.75673,0,0,131,130.982,0,1,0,14.5558,11,0,1.01382,5.14204,109.832,20,0,3,4
"Zdhhc6",9,2,1996,139,215,4,123,24,0,0,11,0,0,52,7,3,0,0,1,1,0,0,0,20,0,1,19,0,1,1,0,2,67,7,1,0,0,7,0,1,0,1,1,0,0,3,526,70,0,466,60,0,127,11,30,0,63
"Zdhhc7",0,1,0,4,0,0,2,213,0,0,0,0,0,6,0,0,37,1,0,0,0,40,0,1,0,0,1,0,1.2367,0,2,0,1,1,1,0,0,0,0,2,1,2,0,0,98,0,3,1,0,0,0,0,7,144,1,0,0
"Zdhhc8",0,0,0,0,1,0,0,2,0,0.5,0,24,1,0,0,0,0,1.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,1,0,0,110.5,0,0,0,9.5,0,0,0,0.5,0,1,0.5,65,0.5,2.5,20,0,0,2.5,1,0,0.5,87.5,23,0
"Zdhhc9",0,0,0,2.0095,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zeb1",1,0,5,0,2.39102,0.000386029,5,22.1905,104.988,10,4.97893,4,3931,5.999997,0,1,0,0,1,19.32317,1.69111,3,3.01414,0,4,0,9,2.25728,157.6583,1,1,4.92587,1,1,0,1055,3,16.1895,4.33715,130.534,1,0,4,5.1995513,1,0,0,3,6.25351,1.93938,2,0,211.20556,1.67775,0,0,36.6505
"Zeb2",1.000752121,0,0,98.0304498,44.381,1,0,1.6971569,16,1.20166093,0,13.004635,2.12265,64,1,20.4594,0,0,0,1,571.65760903,0,0,114.363002,57,0,73.000780436274,0,0,0,0,2.0855306,0,2,9.91441039,0,7.0067239,7.0056331,0,144.90547611,0,0,195.9754131,16,1,1.00228368,0,35.01267962,62,10.47593,0,0,22.00147844,51.87780506648,99,0,10.0000000762707
"Zer1",1,0,0,305.102000228838,489.000000293869,0,132.891000024104,114.299000018888,3,1,2,318.000000218577,1,335.000000048047,0,1,9,1.00051,2.35822,0,1,30.0000000153817,2,33,65.0000000277824,0,736.000000601293,990.000000126327,7,1.00418,212,4,136.0410000145,335.000000033702,346,4,2,39.0698,20.0115,138.470000010737,3,1,279.388000219554,2,223.615000042316,2,4.18207,604.424000030888,209.00000001744,203.169,183.454000123284,3.00763,874.000000017345,277.000000017864,2,0,14.0000000127491
"Zfand1",72,2,0,160.593,0.755965,2,162.562,159.512,8.82014,4.0751,1,0,1709,0,0,0,0,0,0,1,1.42649,0,0,20.45376,22.85599,0,0,0,0,0,66.3001,0.245294,210,14.88293589,8,0,0,0,393,0.0215566,0,1.999999,54.4008,34,33,0,0,49.996,103,164,0,0,266.877,0,1.4263,0,80
"Zfand2a",0,2.28949,0,114.953,96.5203,0,0,0,6.004730115384,0,0,1.000710252801,21.038000144561,0,0,0,47.017900198948,0,1.00052,8.646400838441,0,0,0,0,0,1.00252,0,0,0,1.0173700589978,0,1.1910000298915,2.029230128667,0,3.410000051258,0,0,0,0,24.93420125565,0,0,0,1.1349400703328,5.005810486968,2.042410195655,0,0,34.8878018349,3.943120136438,0,0,1.1370000214664,1.2513200545085,3.005480161767,0,0
"Zfand2b",0,0,0,0,0,0,0,128,0,2,0,0,0,1,0,0,0,57,1,1,0,0,0,0,124.0002,0,0,0,1,0,0,0,0,1,1,1,10,0,191.5892,0,0,0,33,0,1000.045,1.95544,0,0,11,1.88122,0,0,0,0,1,641.7458,32.00002
"Zfand3",80,41,0,26,0,0,0,0,0,0,1,1,1,3,10,0,0,79,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,134,0,9,15,0,101,5,46,1,0,0,0,3,4,17,1,187,56,0,0,0
"Zfand4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfand5",455.999,1.08996,1,0,7.39253,860.325,5.15897,11.8954,1,1,1,19.2929,13,143,0,0,26,423.077,2.29601,3,844,641.904,38.243222,38,0,2,7,450.717,1029.84,1,40,623.3,39,163.491,72,8,17.0477,18,81,166.426,1847.63,413.895,266.868,0,4,38.2371,1,8.33336,73.936,276.841,197.934,2,106.2397,99,1553.96,4.10502,1.2382796
"Zfand6",390,1,75,130,66,14,179,145,333,1,1,37,144,6,241,0,43,210,2,2,883,18,2,409,62,1,74,195,2,73,222,222,96,199,711,1803,399,85,132,105,455,79,419,49,239,1,392,367,97,74,77,6,178,265,429,10,180
"Zfat",0,0,0,0,0,0,0,74.00004,1,0,0,0,0,0,14,0,0,0,0,0,330,0,1,589,0,1,1,55,3,22,0,0,18,5.07091,1,0,726,0,0,9,0,1,0,0,1,0,0,0,0,1,21.6353,1,52,0,0,0,0
"Zfc3h1",3,315,0,201.067,18.7895,1.25689,0,1,101,0,1,0,2,304,0,0,0,0,0,0,0,0,0,117,39.9823,1,113,2,0,0,1,0,8.7531,0,2.50228,2,10,0,1,55.0153,254,0,188.55,49,1.25228,233,1.2528,45,2.49823,12,46,1,0,38,1,75,0
"Zfhx2",0,0,10,0,1,0,0,6,2,0,2,4,2248,2,0,0,1.54846,0,0,0,1,0,0,1,0,1,1,0,1,0,1,4,0,31.3819,228.946,0,349,0,6,0,1,0,0,39,0,0,0,2,0,66.4842,0,0,0,3,1,0,0
"Zfhx3",7.00193,784.349,27.0017,1052.50214,27.89636,110.14,44.04455,449.093,814,71.46126,277.29079,184.872,3,1239.53,9.05074,73.0895,934,608.583052,3,1010.85561,2.01059,116.344,12.00153,1233.77221,400.45825,316,130,729.6264,12.43374,6.00169,303.009,53.0424,251.036,810.00628,584.36863,343.882057,742.97799,53.7529,211.52614,591.48604,655.456,10,371.8752,299.694,150,421,387.01431,1212,295.922,84.42955,299.168,40.44249,543.83805,309,5,5.00578,243
"Zfhx4",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp1",0,2.04212,0,2.09299,1.10644,0,0,5.57585,478.265,3.34478,11.6941,0,0,1.05153,16.0018,13.6526,22.0547,1.20828,1,0,1.48132,0,0,1.70877,1.61078,0,1.03631,12.7846,3.23718,0,1,4.20289,0,216.644,8.52014,1.25981,18.7102,0,138.013,0,1.04451,0,354.147,0,81.0753,1.49735,0,0,36.4948,3.6255,1.01177,1.36797,10.6089,67.1131,1.00007,7.01978,11.7867
"Zfp101",17.6774,20.863,20.8641,33.2222,25.9801,7.46785,34.1798,7.91369,25.5215,40.0481,6.81971,51.8522,0,17.4277,0,28.651,57.9182,24.768,0,11.2324,5.46168,33.4338,9.49793,49.2125,32.5636,20.7197,20.5368,21.0087,45.3034,18.7455,1,102.142,10.7331,28.4782,70.3913,57.4459,15.5901,93.3,102.3985,64.0151,1.16148,33.7415,25.9846,206.4118,21.8021,11,9.26757,28.6635,431.0597,33.8104,13.1444,53.6479,41.7895,14.2815,3.27962,13.7118,16.1508
"Zfp105",0,0,1,0,0,0,0,0,0,0,0,0,0,93,0,0,0,19,0,0,0,0,0,17,5,0,35,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,5,1,0,0,3
"Zfp106",60.6067,50,116,310.5788,167.08998,9,43.9423,92.00002,1878.9968,15.016735,446,14.52787,6.22832,209.1361,1.89475,9.47204,19.6352,133.708246414,3.59378,0,127.03,53,13.358217,86.5278,407.717,136.1935,30.76908,32.48381,1625,43.57636,2840.91,40.3882,256.9536,602.223,208.35637,60,268.0989,332.9809,142.56,129.39704,9.142684,123.9678,1243.9859,66.68759,62,412.793,87.1279,105.99986,108.79806,138.11496,37.20368,238.99957,158.3367,179.92276,107.97693,2.56267,108.1425
"Zfp108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11137,0,0,0,0,0,0,0,0,37.9922,0,0,0,0,0
"Zfp109",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8903,0,0,1.03302,0,0,0,0,0,0,1.03501,0,0,0,0,0,0,0
"Zfp11",2.08045,14.9169,1.60875,22.5838,4.51463,8.53909,7.03362,22.1764,1.90413,45.6592,53.4584,6.56343,0,14.8976,2.13994,6.13469,17.7296,11.1459,0,0,3.41399,12.6974,2.34465,5.56017,11.8667,16.7523,48.5564,8.79911,2.49239,20.0287,0,3.1099,11.3245,8.38233,7.82874,3.44639,10.5155,15.5381,17.7751,4.81235,4.46094,1.21667,10.4063,5.82933,4.60829,6.40542,3.47998,6.2938,13.0762,2.18752,27.3794,1.40416,113.729,125.249,0,1.12004,1.61442
"Zfp110",0,0,0,27,0,0,81.00001,0,6,12,0,0,34.3024,0,0,0,0,0,0,0,0,0,0,2.2612,18,0,0,1,28,0,0,0,0,0,0,0,0,0,0,1.13068,0,0,0,0,0,0,0,0,0,4,0,0,0,1,36,0,2
"Zfp111",0,0,0,0,0,0,0,1.04269,0,0,0,0,0,0,0,0,0,4.17183,0,1.02258,1.09779,0,0,0,19.4036,0,1.0408,0,0,0,0,7.48483,9,0,0,0,0,0,2.20063,4.69381,0,0,1.03576,1.0213,0,0,1.02616,1.07234,0,0,0,1.05739,0,0,3.42959,0,1.02277
"Zfp112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.01548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp113",20.6512,0,19.6569,37.9421,29.8619,5.34579,55.012,101.4861,1.1914,88.6187,40.5267,11.9809,2.08625,27.6699,7.16303,37.3801,13.9248,25.9097,1.03632,76.9724,3.26249,19.1347,93.0076,30.1531,56.0244,119.746,116.775,92.6529,30.457,49.4762,9.46376,146.919,38.3887,13.107,36.6194,22.0573,68.60956,102.167,25.7416,6.99197,176.774,2.51823,6.42641,41.9385,205.834,73.1383,46.1504,649.1854,28.8945,271.776,30.736,22.0251,38.8531,10.6451,47.3838,36.3069,25.043
"Zfp114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.273,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Zfp119a",0,0,0,3.00257,0,0,0,0,0,1,0,1,0,0,0,0,10,2.08663,0,0,0,0,0,0,11,0,0,0,1,0,1.06932,0,0,0,0,0,1239.45,0,152.446,2.07994,3,0,242.547,1,0,1,0,0,2,0,1.48063,1,93.7606,0,1,0,0
"Zfp119b",0,0,0,2.04334,0,0,0,0,2.75641,0,0,0,0,1.03057,0,0,0,7.50155,0,0,2.38526,0,0,3.34082,0,0,0,7,0,0,0,0,3.87372,0,1.09847,0,2.41999,0,0,0,0,0,1.94092,0,0,0,0,0,0,2.7159,2.02248,0,0,0,0,0,0
"Zfp12",5.00149,0,0,16.7364,7.52325,10.9052,1.44857,8.4516,31.9613,16.9621,10.6539,0,0,10.5831,2.03757,3.69928,5.07114,6.54781,1.02171,0,28.5251,0,25.8315,4.45141,276.216,13.0601,7.65606,10.9321,0,1.57466,0,3.43494,3.27282,1.34075,5.1195,300.951,54.2304,1.6285,8.4895,1.99962,15.9708,15.705208,9.16819,0,3.97573,18.6353,5.12883,5.71828,268.1643,0.604584,4.74371,5.21618,5.4667,0,3.7551,0,2.47861
"Zfp120",3,1,3,4.05029,46,3,3.57108,1,3.25235,2,5,1,15.03885,5,5,6,6.73428,10,4,3.000003,6.66648,3,1,1.0717,7.51191,8,2.13127,1.08752,14,4,2,7,1.05698,7,4.00405,7.22322,746.000000021793,9.6088,103,87.99997,22,3,7.634036,6,4.03024,4,7,4,2,5.26734,745.5932,96,2,5,7,3,2
"Zfp128",0,0,0,0,0,0,22.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp13",1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,90,0,0,0,0,0,28,0,0,0,0,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp131",0,0,0,155.50247,1,0,64,2,59,312.661,22,25,6,1,2,9.53593,0,0,0,1,0,12,2,2,35,0,1,263,1,16,0,1,40,1,1,3,32,45,7.14353,8,1492,1195,63,1,0,0,76,0,8,1,71.00003,1,51,24,93,63,31
"Zfp14",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,136,0,65,0,0,0,0,0,0,3
"Zfp141",0,1.6933,0,9.01487,0,2.68157,0,0,1.03956,5.88874,0,1.06542,0,4.46499,0,16.8032,0,79.39327,0,0,0,77.9021,0,30.8393,1.07201,1.02333,0.670739,50.4503,0,0,0,1.1683,3.03376,0,1.52185,0,1.38595,69.6466,13.4548,2.1149,20.8577,0,1.15347,1.283,0,0,0,2.60801,0,3.17401,0,0,1.46195,0,0,24.9087,1.04547
"Zfp142",0,0,0,0,0,0,0,0,0,0,0,0,0,38,240,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2156.81,0,269.7903,6.52174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6169,0,0,0,0
"Zfp143",0,0,0,0,0,0,94,108,0,0,0,0,0,10,0,1,0,0,1,0,0,0,0,4,15,56,0,0,0,1,0,0,1,0,1,0,0,2,0,6,0,0,730,0,2,2,0,0,0,46,0,9,399,32,3,0,40
"Zfp146",0,0,0,2.01943,0,0,0,1.00546,0,0,0,0,0,0,10.1747,1,0,0,0,0,0,0,2.54256,0,1,0,0,0,1,0,0,0,0,12.5668,0,0,1.26428,1,126.197,33,0,0,6,0,0,0,0,0,27.5923,0,2,0,0,0,0,0,0
"Zfp148",72,0,265,60,196.9999,1,214,4,5,0,1,78,1,20,24,1,78,311,1,3,0,5,6,155,0,98,3,38,2,25,1,1,25,373.9998,287.00046,40,1,431,26,447.0004,5,11,39,0,0,0,80,18,158,160,45,1,80,158.0002,53.00002,2,58
"Zfp157",0,0,212.243,0,0,0,2.2961,171.2907,0,1.2055,0,0,0,0,0,0,0,0,1.0003,0,0,0,0,0,6.0167,0,0,0,0,0,0,0,0,1.00058,0,0,0,1.00313,0,0,0,0,1.00105,0,1,0,0,0,252.556602,50.0516,10.00308,0,0,51.0269,12.0138,0,0
"Zfp160",71,0,0,8,0,0,0,31,0,0,5,37,5,0,1,0,0,0,0,0,17,0,2,1,0,0,513,2,1,0,0,0,0,0,1,15,37,0,2,1,0,0,53,685,33,0,0,3,1,83,1,2,15,0,1,6,30
"Zfp169",0,0,152,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,1,0,0,0
"Zfp174",0,0,0,0,0,8.01162,5.53047,1.27761,0,21.1008,0,0,0,0,0,0,0,0,2.00056,0,0,1.01088,1.35138,0,4.28871,0,20.3566,0,0,0,0,19.736,0,0,1.18934,0,4.29967,15.2422,1.26686,0,0,0,3.06734,0,0,22.0981,38.3446,39.5466,0,5.06389,0,0,8.04055,1.012,0,0,0
"Zfp180",0,0,0,0,0,0,91,299,17,0,0,1,2,1,0,0,0,20,0,0,1,0,1,42,0,0,0,0,0,0,0,1,0,1,0,2,1,0,10,474,1,128,1,0,0,1,65,1,0,5,0,0,1,0,2,0,28
"Zfp182",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.71717,3,0,6,1,245.000022544,0,1536.0019821,0,0.9999997757,2.9999951709,37.5545,0,0,19.999958316,3.000000688,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
"Zfp184",0,1,0,1,0,2,1,24.7998,1,0,0,1,0,0,2,2,0,39.99998,1,0,0,0,0,0,0,2,0,5.99999649713,8,0,1,563.0002,1,0,2,1,0,0,0,0,7,1,1,0,0,0,3,2,0,0,0,0,5.99999892,0,1,0,1
"Zfp185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00000281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp189",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp2",0,0,0,3.00000468,0,0,0,0,0,0,0,0,101.99980795,0,0,0,0.9999997999,0,0,0,0,2.000003245,0,0,0,0,0,0,0,0,0,0,2.999996765,0,0,38.1126,0,2.000000274,0,0.999999825,0,0,0,0,0,0,0,6.00000102,0,0,0,0,2.000001159,5.11782419,0,0,0
"Zfp202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp207",173.610100027856,16.480482,207.6539,399.85035,1063.3198,3.108458,795.06779,236.0717,737.5417,235.52472,17.04652,10.9907,2563.09361,158.76201,5.627214,364.2609,80.3598,314.7799,3,28.3006,3,4.30139,0,287.7561,621.66658,52.00539,37.98456,464.1623105867,4.19858,132.3146,3.316615,12.86392,167.2216,1030.39385,808.33332,236.547,51.46831,566.31575,115.53902,843.17316,1045.99378,37.13085,1217.857,78.57141,2424.9190050511,2.89401,15.66094,343.6396,425.93578,851.2524,291.0144,327.28428,93.94436,654.26867,19.94217,323.12046,356.7968102243
"Zfp212",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,0,97,0,1,0,0,0,0,74,0,0,0,112,1,0,0,0
"Zfp213",0,0,0,0,157,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0
"Zfp217",0,0,6,2.000002,67.99997,0,1.0000001,5.999995,30.00001,2.999996,3.000003,0,0,0,83,0,11.999972,4.999996,0,29.99996,0,0,0,3.000001,0,0,37,0,0.9999995,0,0,419.9999,19.99998,47.00002,1.0000003,0,0,0,0,2.999997,31,16.000025,17.99995,23.99999,0,0,0,0.9999999,0.9999997,1,1.0000004,0,0.9999998,0,0,25.99997,6.000004
"Zfp219",2,0,0,0,9,0,21,0,0,0,0,1,128,1,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,7,0,127,7,0,0,0,0,6,28,4,4,0,2,2,0,554,0,0,0,0,5,5,5,16,1
"Zfp229",56.3402,92.0377,26.0868,35.0212,31.5348,123.09598,11.1677,60.4401,0,371.1106,53.265,61.1727,39.9937,41.967,40.4398,37.9741,26.8405,91.9691,7.9948,192.301,10.25135,40.8741,44.8988,15.9327,32.3504,154.339,155.695,66.4453,193.436,116.071,0,235.198,15.375,10.59429,401.4132,34.3438,233.49075,124.379,66.23811,141.1561,668.027,13.8539,36.3368,136.622,22.3654,170.065,165.544,100.7182,52.1555,64.18661,12.9405,49.2562,83.7769,89.60742,68.1743,28.3474,10.97033
"Zfp235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp236",1,0,114,7,0,0,12,0,0,5,2,0,0,0,0,1,3,1,5,75.4858,59.126,7,0,0,6,0,0,0,1,0,34.00003,0,0,0,1,1,1,458.0001,5,8,0,0,2,7,1.09064,2127.63,2,5,29,0,1,145,72,0,1,0,0
"Zfp239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16107,0,0,0,0,187.5099,0,0,2,0,0,0,0,0,0,0,0,0,0,20.8485,0,0,0
"Zfp24",12,3,1,5,244,0,100,50,397.0004,1,82.99998,1,1454.00178,5,1,1,8.000003,7.999998,1,0,0,25.00003,0,2.000003,141.9999,0,63,13,2,0,1,5,36.99996,15,2,20,0,41,88,137.00003,2,0,447,3,0,7.000004,1,3,27,389,9.000001,1,48.99997,12,1,30.00005,18.99998
"Zfp248",1,19.5526,17.1352,29.4306,10.9256,0,18.9492,10.3014,29.75,3.355,45.5934,0,41.6522,3.01811,0,0,5.02597,1.03489,0,0,0.354374,0,0,6.42538,27.5324,1.16699,0,23.751,0,0,0,0,8.89527,4.01603,5.46813,32.9563,0.151555,2.0737,7.47923,6.04719,1.00769,0,42.6769,0,0,1.02245,32.8271,3.32792,12.8337,3.25644,10.0635,2.02201,9.51865,18.0846,1.06465,0,12.7183
"Zfp251",0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,44,0,0,16,1,154,1,0,0,307,1,2,0,1,1,1,14,3,0,0,148,0,0,0
"Zfp26",0,0,0,0,107,0,0,0,0,0,0,15,24,8,0,0,0,68.6648,0,0,0,0,0,0,0,31,0,0,25,5.62326,0,0,0,7,0,0,0,0,4.296032,104.20689,0,30,27,30.9206,0,0,0,0,0,0,0,0,49.8133,0,61,0,0
"Zfp260",1,1.00352,0,627.9426,0,275.356,0,340.995,1,0,1,2,3,854.345,3,1,0,0,2,1,0,3,0,106.155,73.4351,130.593,341.225,121.8766,0,1,184.0003,2,107.74386,70.2888,2.000005,0,2.28315,0,735.05567,0,4.58811,1,18.39356,224.932308,0,20,1,0,54,538.856,1,0,32.1248,362.453,0,0,194.7826
"Zfp263",11.7046,0,1194.42,72.4279,8.28429,0,15.00108366,7.22387,0,12.7071,27.9893,1.23295,0,0,5.67121,0,7.00801,0,0,2.02559,1.14691,7.06778,2.31405,454.016,4.18582,0,7.64929,20.9647,2.94506,15.9346,0,0,2.02661,2.07861,184.522,0,144.318,39.0096,6.44911,3.61557,20.95412027,0,21.05109,1.92835,7.41686,1.01925,23.0149,0,16.7626,363.166,12.1972,14.414,6.13692,329.772,15.6864,3.364472,6.77132
"Zfp266",6,4,4,60,426,6,746,10,334,8,24,10,8,223,3,8,5,557,9,24,10,14,17,45,1242,18,153,460,93,9,3,6,565,346,14,14,35,13,483,14,186.000000011635,202,949,826,26,4,13,358,227,314,4,6,402,153,21,0,265
"Zfp27",0,0,0,0,7.71638,0,0,1,0,0,0,0,2,66,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,869,0,2,4,1,1178.99982,1,0,0,1,20,0,1,0,0
"Zfp273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07119,0,0,0,0,0,0,1.03171,0,0,0,0,1,0,0
"Zfp275",0,0,0,0,0,0.99999952072,0,27.00000828879,299.0000232969,2.000000205023,1.000000256877,0,883.0000300431,286.0000795975,0,0,594.0000117462,0,0,0,1.000000183702,0,1.0000000136742,0,3.00000175038,0,0,179.0000463826,1.000000204077,53.0000103437,0,0,4.000000919433,27.00000599012,0,3.000000575915,0,0,34.00000451434,2.000000372228,0,0,7.99999703663,5.00000114656,230.0000764478,246.0000746,3.000000185269,1.0000001414,19.00000374799,0,167.000130918,0,0,61.0000101605,2.000000357691,0,58.9999567739
"Zfp276",7.99994,0,0,51.9964,0,0.999893,0,0.999965,0.999986,0,0,0,25.737,0,0,0,0,0,0,0,0,0.999941,0,0,0,0,0,143.996,12.9996,0,0,4.99992,0,0,5.99993,0,0,0,0,0,0,0,0,0,0,1.1032,0,8.523,0,0,0,0,0,0,0,0,0
"Zfp277",32.4005,3.13449,38.8967,59.727,13.0504,4.8186,5.76457,23.7162,33.7653,39.9717,30.6325,0,0,0,9.06966,1.09171,14.04157,315.84,1,3.17531,4.17302,12.8327,2.05345,35.913,178.6001,2.08169,5.3219,138.8601,2.0282,3.22675,1,389.398,28.7792,8.83186,0,4.17348,5.02545,61.945,66.11335,3.11716,2652.9767,134.549,172.7924,4.25832,4.56214,10.7874,30.7344,34.87476,9.55618,19.7667,3,10.2651,73.2143,10.6638,1.02924,14.3201,63.5082
"Zfp28",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,132,0,6,1,0
"Zfp280b",2,0,0,135,0,0,1,0,152,0,0,58,0,25,0,0,0,3,0,0,0,0,3,2,30,4,1,0,0,0,1,0,1,3,0,1,22,0,0,0,0,0,14,0,0,1,27,0,0,51,80,0,5,52,0,0,21
