"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59"
"Rnf25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41.32513,0,0,1,0,0,0,7.296056,0,0,0,0,0,0,0,0,39,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
"Rnf26",0,1,0,0,7,0,77,0,0,0,2,2,66,0,0,0,2,0,0,130,0,0,0,0,0,0,0,0,0,0,53,12.8891,0,544,0,1,0,0,0,0,337.614,140,0,0,0,0,6,0,0,0,0,0,0,0,1.36058,2,444.015,0,0
"Rnf31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30729,0,0,0,1,0,2.59541,0,0,0,2.00000013469,0,142.7418,0,0,0,0,0,0,0,0,0,0,0,0,28.085,0,0,0,0,71.0357,0,0,0,0,0,0,0,0,0,0,0
"Rnf32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rnf34",1,1608,0,0,2,0,8,0,0,2,0,0,22,0,0,0,4,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,67,0,0,0,0,0,0,1,623,0,0,0,4,0,1,0,0,0
"Rnf38",0,601.99988725,5.000002604,0,0.9999997528,1.9999970542,5.000002887,0,12.540396076,0,0,34.000002411,2.0000025227,0,3.999996428,4,0.9999996555,2.304206432,8,0,3.0000026534,0,0,0,2.2625544614,0,0,26.000014899,17.7807,0,0,0,0,13.55663984,0,2.0000046337,0,21.000029032,0,415.99982095,14.6069,3.0000033501,3.000000389,7.000004946,783.99988154,1.000000124,0,0,2.21984491217,1.0000001543,0,173.99976592,2.0000047697,243.301,0.99999966695,4.9999977822,5.04561,1,194.62189825
"Rnf39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rnf4",0,1.378275,2.0000000155465,0,14.0000000570531,0,197.000000032865,0,1.00625,1.00739e-07,1.12873,525.0003,1031.75,1.00000000999996,2.0000000556567,0,0,4.0000000180172,60.258000149502,296,114.971000579627,2.0000000749005,5.000000883048,0,2.0000000202066,31.0000000323959,801.76,0,152.00000448944,310.24216464828,1,0,2,888.829,67.7668,4.2488400144203,1,207.35,2.0000000119495,32,170.937400295844,391.1533737329,0,0,0,2.0000000279729,5,0,0,863.396000022415,2,2,3.0000000410827,0,0,341,592.6610108881,0,15.809660217327
"Rnf40",136,1,0,0,0,163,0,2,0,0,1,0,0,0,2,554,0,0,0,26,4,0,2,1,0,0,4,4,57,2,15,1,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,137,2,0,0,0,0,51,0,0
"Rnf41",0,0,0,0,1,1.07524,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,1,17.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rnf43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rnf44",2.0000023776906,1.00000002006,0,0,0,0,111,0,0,3.9999978890927,0,19.0000170088062,10.999959551944,2.0000037655158,221.000000070778,0,0,4.0000043190797,0,0,0,0.9999996916057,0,0,3,1.99999932966,0.9999996922731,0,0,0,0,3,0,165.00000054506,0,0,0,6,1.0000002642,0,0,451.00000451805,8.000000478054,0,14.0000000436551,862.0004658958,0,6.999995218042,0,0.9999996579,0,13.999975614842,0,1.00000044063,0,1.99999820552,0,0,5.999999378249
"Rnf5",0,59,0,0,0,0,1,3,485,0,0,13,0,0,0,0,0,267.468,2,12,2,0,2,0,0,22,0,15,0,0,0,43,2,0,0,0,0,188,0,0,239.524,23,274,15,1,0,0,0,0,464,61,0,0,1,0,0,2,1,0
"Rnf6",0,0,0,2,0,83.8555,0,0,0,0,1,43.99998,30,0,2,10,0,0,0,0,0,2,9.000005,0,1.999996,0,0,0,0,0,1,2,0,0,0,1,0,0,3,5,0,2,0,1,1,0,0,1,0,1,0,1,0,753.043,0,0,25.99997,0,0
"Rnf7",127,290.0002,0,176,194,0,17,43.49814,354,1,40.000043,44,486,201,12,17,1,723,1,2,0,13,2,0,25.00004,221,20,3.60859,1117,5,0,0,2,347,700,7.999996,3,168,63,0,288,342,55,0,3.66578,177.000000020987,0,0,2644.00171,4,562.959,75.8067,6.000005,670.966,2,116,188,1,255.99951
"Rnf8",0,2,0,0,0,0,0,0,0,15.3583,0,5.06222,0,0,1.52169e-08,34.3233,0,0,0,0,39.5307,0,15.3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06989e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rnft1",40,3.52131,4.70209,1,1,621.598,0,2,1,528,0,155.83,195.428,2,0,0,0,404.989,1.17034,0,0,1,1,1,319.144,50.3016,0,0,0,5.84139,0,27.8561,3,434.331,9.38958,3.50748,2,235.578,0,0,16,36,704.472,0,0,0,0,9.6297,0,2,0,0,0,2.96992,0,1,0,0,0
"Rnft2",0,0,0,0,0,0,0.827868,0,0,0,0,0,0,0,0.726923,0,0,0,1.00923,0,0,0,0,0,0,0,0,0,0,5.10573,0,0,0,0,0,0,0,2.41348,0,0,8.96861,6.91858,0,0,0,0,14.0000180432,17.4666,0,0,0,0,0,0,0,0,1.10246,0,0
"Rngtt",0,0,276.025,0,0,0,6,1,0,0,0,0,25,0,1,0,0,12.919,0,0,0,0,1,0,2,147.0317,0,0,330.228,0,0,0,0,1028.807,0,0,0,0,0,0,0,2.74338,0,0,0,0,0,156.047,1,0,0,0,1,0,259.9996,0,1,0,1
"Rnh1",5,0,0,1,0,1443.999,15,1,0,133,40,750,573,4,1,2,2,2,1,864,2,0,0,86,143,70,1,8,30,453,4,2,19,0,0,7,0,3,2,3,0,56,101,1,0,2,10,0,0,0,0,0,14,0,12,9,1,5,9
"Rnls",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01146,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,13,0,0,0,0,2
"Rnmt",0,173,0,28.00005,0,0,3.999995,1,0,0,0,0,0,0,1,21,0,1.61646,0,0,0,0,1,0,0,0,0,0,0,0,0,63.3791,0,0,1.2988,0,0,0,373.542,0,0,0,158.99965,1,0,0,0,0,0,0,0,0,0,1,0,337.7782,10.08275,0,0
"Rnmtl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rnpc3",0,0,0,0,0,0,16,1,69.9288,16.6359,0,0,0,0,0,0,0,5.35053,0,0,95.888,0,1,208.762,0,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.2655,0,0,0
"Rnpep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,194,97,0,197,0,0,0,0,0,0,0,0
"Rnpepl1",0,0,0,46.4486,0,0,1,0,7,1,1,395.97579,43.2481,0,0,70,1,0,0,0,2,0,0,0,0,0,0,0,0,28,0,0,0,1,0,24.2328,0,38,0,1,0,0,0,0.225822,0,3,1,0,4,2,0,1139.2621,46.359,1,7,4.22658,1.25254,0,0
"Rnps1",36.3718,0.00173657,32.7695,0,1.48021e-05,4.41645,191.456,3,0,15.399,0,8.65898,5.48916,5.53973,0,2.7971e-05,0.0051428,194.199,297.064,104.881,84.1172,0.00981786,0.000117469,47,6,1.98417,159.684,12,3.48608,100.46809,4.63347e-05,6.69646,8.2559e-06,202.429,5.33137e-06,367.787,0.000140945,80.3098,0.000199085,1,1.63214e-05,14.270033,5.28089e-05,3,0,0.000255867,450.3255,2.72803e-05,1,1,4.70272e-05,1.98976,10.7537,2.37324e-05,9,3,75.8019,5.89387e-05,42.4613
"Robo1",0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,26,0,4,0,0,0,0,0,0,72,0,0,0,3,0,0,12,0,0,0,0,0,0,1,1,1,0,0,0,0,1.09827,113,0,3.2825,2.82327,0,0,0,0,0,0,9.44251,0,0
"Robo2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558.99964,0,0,0,0,0,0,0,2,3.55938,0,28,0,0,0,0,35,0,0,0,0,0,0,0,714.0001,39,6,0,0,1,194.638,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robo3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robo4",1,0,0,0,1,0,0,1,0,5,1,676.99965,0,6,1,279,1,0,3,0,0,1,0,42,1,0,0,26.00003,25,112,0,0,2,0,66,0,0,5,0,0,0,8,0,1,0,3,0,0,48,0,0,0,0,0,0,0,13,0,151
"Rock1",11,401,154,70,19,6,198,12,6,10,17,190,326,53,741,9,13,300,7,734,6,2,3,149,337,784,119,291,268,83,9,99,33,1001,1587,60,22,176,9,11,26,984,35,12,28,295,561,3,11,589,743,10,63,11,4101,616,646,20,112
"Rock2",5,670,284,6,3,163,162,7,1036,814,132,603,1179,10,139,1,4,1542,1,1953,654,533,23,40,73,96,704,357,4,232,79,365,188,547,28,98,3,555,96,11,59,1002,3,5,12,237,121,46,11,1017,995,16,58,1,126,8,458,458,173
"Rogdi",0,0,1,97,0,0,0,0,1,0,0,0,0,1,0,5,0,0,333,1,0,72,1,1,0,1,10,7,0,324.0001,93,0,0,0,0,0,1,88.99997,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,2
"Rom1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Romo1",1,176.9996,7,136.9863,3,209,372.0004,0,43,4,173.99972,35.00003,16.00002,1,121.99998,137,2,265.0004,71.00006,387.0000703146,0,310.0001,48.000014221,21.99996,10,168,5,273.9997,1,17.99998,2,42,2,212.000178,272.0006,27,5,110,144,0,40.99998,41,66.00000331489,1,0,62,116,1,1,25.99997,0,149,1,0,1,16.000024,49.99994,34,36
"Ropn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ropn1l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ror1",0,0,0,0,62,9,55,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124
"Ror2",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,0,0,0,2,0,3,0,0,81,1,2,0,2,379,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rora",0,2.012164,2.00003,1.66988,1,724.113,0,0,1.00045,2.04194,2,1.14228,327.5158,2.000228,4.00007,13.0043,0,3,6.75438,40.0227,6.36265,1.01537,1334.9,0,1.42013,27.00038,396.004,0,1.00069,1.01663,1.05688,4.00247,0,962.776,2.000681,0,0,17.004,2.00133,0,1.16196,134.6827,336.036,1.00002,2.00588,5.04702,1.00035,1.24444,0,37.2987,553.3842,0,0,79.2683,1,0,0,1.00018,108.29
"Rorb",1.17449,11.1402,0,0,0,2.35454,2.36882,0,7.91084,2.28089,3.17658,2.87936,2.39038,0,2.20546,1,0,5.40601,5.10209,20.2293,5.33413,1.15112,19.5093,4.84623,6.24251,3.84056,1.7069,1.05999,3.2776,6.87375,4.59911,408.21375,2.77668,3.26497,0,6.7772,5.35036,2.95419,1.08015,2.16219,4.30566,6.94004,2.20618,4.11226,0,1.09036,3.42893,9.8387,3.26221,2.46917,1.11712,0,1.35987,1.12896,2.09008,1.06183,8.39263,2.14478,3.14621
"Rorc",0,40,2,0,0,0,74,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Ros1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rp1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rp1l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rp2",1.03946,0,0,0,0,3.1041700159701,3.1585100316058,0,1.0733,0.109921,0,0,0,1.01097,1,1.01956,0,9.6573900147116,8.7009,1.04665,0,1.0137400131823,0,1.05016,409.49700154867,0,65.619300234331,324.999000671869,0,2.0472900115641,2,0,2.02272,0,0,1.04358,0,3.06102,0,140.682000300958,2.73652,12.5557000433512,1.0514100169666,0,0,0,1.08591,0,0,1.02645,60.1367,4.6913300502063,2.08824,1.06792,2.00618,13.7307,1.04218,2.00963,511.20800769975
"RP23-145I16.3",0,0,0,62.2482,0,0,0,0.325677,212.068,0,0,0,86.5612,0,0,0,0,0,0,0,0,0,0,0,14.1116,0,0,0,0,0,0,0,0,0.404663,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1483,0,0,0,0,2,0,0,0,0,0,0
"RP23-220F20.2",0,0,0,3,1,1,23.2914,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,12,2,0,23,1,0,0,2,2,0,1,0,0,2,3,2,7,0,1,0,1,2,1,1,0,0,1,0,0,590,0,0,0,0,1,1,45
"Rp9",1,18,753,2,8,1,35,0,1,0,1,91,5,1,5,17,2,0,1,212,2,2,898,9,0,2,2,0,3,64,0,116,0,148,1,5,5,79,2,0,0,0,5,4,7,4,22,0,1,75,2,364,1,3,31,0,1,0,101
"Rpa1",22,3,25.01271921,0,2.53457,1728.0251,11,2,0,0,0,4,1.23488,4,5,0,0,190,17.00004,0,18.0422,0,37,0,51.0226,9,184,0,1,3.03416,2.02449,1,2,48,1579,2,6,3.68675,3,3.000003,0,0,0,0,1.26013,2,53,2,3.07059,1.61298,1,3,7.65436,1896.7274,9.39081,0,236.503,3.92931,0
"Rpa2",419,0.848896,0,0,0,7.0201,1,0,1.00953,0.853532,1,6.06891,444.03524,0,0,0,2,1,8.01498,0,0,0,0,0,82.0108,1.27563,575,0,0,40.76651,131,162,0,158,0,0,0,5.7243,0,0.930371,9.32888,5.01175,1.01229,0,0,11.0636,3.56443,16.2531,0,0,0,0,1,21.3742,3.05225,0,191.69622,0,40.8976
"Rpa3",147,1,297,1,1.78565,10,4,0,0,0,0,202,0,0,184,0,8,2,0,26,199,10,1,0,7,52,10,116,1,67,0,83,0,14,0,45,1,9,991,0,0,65,0,133,0,1,298,0,0,280,161,0,1,1,0,1,107,0,2
"Rpain",0,0,0,0,0,0,0,0,0,0,1.36335,0,2.66758,0,0,0,0,0,0,0,0,0,0,0,0,3.824303,0,0,0,0,1,0,0,0,12.3912,1,0,65,23.95677,0,0,23.96461,12.8567,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,31.33748
"Rpap1",0,0,1.0146,0,1.00075,16.8877,0,0,0,1.01303,0,8.55023e-05,0,0,0,0,0,29.8905,0,0,0,5.29006,0,0,0,0,26.0679,0,0,1.21304,0,0,0,0,0,2.03373,0,0,0,0,3.00234,3.63893,0,0,0,4.01929,2.0506,0,0,4.75469,0,0,0,1.05179,2.14153,0,1.19119,0,0
"Rpap2",0,0,0,0,1,855.0007,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,3,0,76,0,0,0,0,0,78,0,0,0,0,32,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rpap3",1,1,0,0,1,5,7,1,134,0,0,0,0,1,7,1,0,0,0,1,214,1,2,0,1,0,0,0,0,0,0,0,2,0,0,1,1,14,0,1,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,59,27.7712,0,0
"Rpe",0,0.999998998,0,0,0,0.999996968,1.253323968,0,0.999998579,0,0,0,0,0,0,0,0,0.792252836,1.999996641,0,14.99996117,13.99991921,0,7.99996859,0,0,0,0,0,3.865943271,0,0,0,0,0,0,0.999997964,18.35217661,0,0,0,1.999994615,0,0,74.99992602,0.999996977,0,0,0,0,0,0,159.8196706,0,0,0,0,0,0
"Rpe65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rpf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,24,0,1,0,0,9,0,0,0,1,0,3,0,0,0,1,0,0,0,8,0,0,0,1,0,85,0,0,0,51,0,0,0,0,29,0,0
"Rpf2",96.999945,279.764,1,1742,0,1,82.6662,0,0,0,607,1,0,1,0,0,1,0,0,0,0,114.2759,0,0,0,0,0,1,5,10,1,0,1,0,0,0,0,1,0,0,0,7,0,3,0,299.286,0,0,0,0,1,2,0,1,0,1,6,0,73.8996
"Rpgr",0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4511,187,0,0,0,0,0,0,0,49,0,0,0,0
"Rpgrip1",0,0,0,0,0,0,0,0,0,0.863094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.72529,0,0,0,1.02118,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rpgrip1l",0,0,126.2765,0,0,0,191.00000935097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.74949,0,0,0,0,0,0,0,23.00001,0,0,0,0,0,22,0,0,0,0,0.634277,0,0,0,1,0,0,0,0,0,0,0,0
"Rph3a",0,4.30594,0,0,0,1,0,0,4.45699,0,1,1,0,2,0,0,0,0,0,1.11934,0,0,0,0,3.75471,3.85378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8986,1,5,0,0,1,0,22,0,3.35902,0,0,0,6.25098,2,0,1.04761,0,1.04119
"Rph3al",0,0,0,2,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rpia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,82,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"Rpl10",68.3644,928.07,496.7432,33.5429,71.3189,462.731,416.7381,0,311.524,57.6723,496.625,703.625,730.581,116.018,646.706,190.546,0,867.94936,64.6702,1202.54,1008.48,101.501,113.28,23.4239,344.3026,542.45099,461.236,239.847,644.63651,685.9419,18,430.484,676.111,899.557,456.951,1652.7353,1.84413,1141.718,235.685,9,680.3653,522.73569,697.735,1080.3591,39.82063,333.701,398.663,419.022,1227.52,76.015,661.701,103.268,12.224,1403.21814,358.16,1703.7746,159.142,0,54.3889
"Rpl10-ps3",146.636,579.4,575.862,10.4571,3.68106,1492.66,663.711,27,323.911,85.1335,1253.48,1200.81,941.202,41.8872,109.772,525.917,12,1784.22,217.319,2239.27,893.438,45.6104,328.228,9.5761,750.463,1191.18,1504.68,176.893,1377.14,734.76,0,896.391,420.009,1027.2,1368.43,4472.92,11.1559,1080.78,451.215,0,519.283,755.827,727.747,55.0412,107.179,796.71,726.918,686.515,1205.45,417.049,381.377,322.994,1.776,724.802,1063.97,1849.11,710.897,15,197.615
"Rpl10a",406,501.565,339.252,0,776.688,638.666,354.63,13,883.743,274.918,18,755.515,214.345,829.337,212.928,533.851,101,510.802,251.889,933.485,532.912,109,262.372,317,718.917,695.785,212.272,332.556,810.674,386.886,96,655.525,55,359.479,653.217,1070.73,0,593.411,6,244.413,629.365,146.341,331.348,11.641,384.034,543.083,750.949,71.5403,1900.96,124.504,226.793,261.925,0,504.844,47,1045.43,133.557,0,429.841
"Rpl10l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rpl11",2.32182,86.3211984467,189.8452,18.8473,0,245.125,223.324259,0,239.285,101.21352,45.9321,381.80378772,199.2473,47.2,25.03162,248.2745,0,143.93869,3.65189,270.2696,256.9011,3.29016,117.173100923,91.5184,95.6534,318.8564,155.708288,183.0788,125.493,171.1681,0,309.9667,533.2289,159.9322,264.462000549878,238.812,0,141.2585,19.1459,0,157.498,226.5218,40.027128,0,0,156.5267,787.586,262.41,269.5040744,103.7523,108.9336,340.73984356,0,187.372,0,419.90069,141.31600109773,0,370.29496
"Rpl12",5.25611,6.76958,16,0,5.4956,25.47,36.63,2.06279,0,0,0,31.3339,0,0,0,3.53535,0,18.9829,0,11.8823,0,0,0,1.83048,28.4213,37.9982,1.6645,0,0,16.4318,0,2.39503,0,18.2876,2.84481,15.5538,0,0,0,0,0,2.09521,41.13,0,0,5.006,0,0,0,0,24.2778,0,18.7771,1.68203,1.74517,0,4.90719,0,0
"Rpl13",333,587.3,1652.95,25,22,1659.55,1100.09,32,1204.81,8.40311,361.34,1653.95,908.75,939.182,1107.68,2734.27,49,3650.62,493.153,2125.9,912.037,128.76,593.809,901.615,2946.01,1732.38,1212.09,685.337,1640.85,1648.88,158,2244.7,48,3287.38,1420.89,1776.6,422.722,1499.64,267.582,704.473,2818.22,1586.95,369.633,57.4234,301.177,1123.54,3614.44,661.702,1527.01,1317.82,1052.73,751.39,990.995,1878.3,3934.9,403.665,887.441,9.31921,586.731
"Rpl13-ps3",0,1.7592,3.73838,0,0,1.69752,0,0,1.77367,0,4.14817,7.33751,0,4.89272,3.98093,7.32247,0,7.24378,1.80528,3.63688,1.75201,0,0,0,6.7457,5.26994,1.78756,0,3.55856,3.5326,0,3.56878,0,7.3081,0,0,0,1.81583,0,0,1.73853,1.84876,0,0,2.55175,4.92123,3.54229,1.78594,0,0,1.75055,0,0,3.51832,8.62162,1.6712,0,0,0
"Rpl13a",23.5102,218.485,428.189,0,0,830.266,95.8684,0,157.101,8.66687,20.9625,1031.01,27.1299,121.952,14.9875,328.587,0,327.837,21.2062,184.732,43.3301,0,129.425,86.8129,646.692,66.4069,359.422,63.7119,59.4673,427.698,0,514.102,0,465.154,588.147,1096.11,0,490.684,84.597,14.8515,259.902,459.23,33.0624,815,0,134.624,701.368,18.6518,154.868,12.6801,28.5464,232.801,5.02072,178.262,0,173.36,39.7082,24.6306,78.5058
"Rpl13a-ps1",1.03332,0,0,0,0,0,1.0553,0,0,0,0,1.02697,0,1.04075,0,0,0,0,0,0,0,0,0,0,1.44052,0,0,0,1.05246,0,0,0,0,1.0403,1.04754,0,0,1.04541,0,0,1.04299,1.0633,0,0,0,0,0,0,1.0376,0,0,0,0,0,0,0,0,1.24666,0
"Rpl14",172,644.482,928.138,71.3729,498.998,1121.54,632.016,12.8632,1181.88,7.93348,921.391,934.278,815.852,123.904,130.834,1243.29,5,953.599,374.567,1237.47,1497.75,6.93154,324.064,441,1013.06,1113.18,730.074,1157.96,356.607,538.494,139,1010.47,10.828,1216.15,370.003,1998.56,0,1238.82,490.997,1084.5,1309.89,655.433,343.592,258.761,14.1946,752.695,1936.15,925.948,3355.65,593.321,299.69,9.21307,7,2316.06,749.125,658.516,582.695,0,608.188
"Rpl15",344.47257,639.5,947.3761,838.991,381.428,781.432,660.861,15.69451,271.073,23.53567,290.009,1209.6241,404.231,1260.6182,119.5466,1970.7122,16.01944,1185.014004,219.5797,1441.688,988.55232,354.6147,1644.19042,190.5057,613.5622,1269.652531482,637.17512,702.247,616.210929,733.3830197528,55.66357,1450.6591,19.6244,518.5878,2543.034108611,1593.28,54.48877,664.6997,469.445,65.3999,943.7846,642.411,608.785,464.874,101.882,469.7071,1240.7659,2177.0316,978.39343819,212.023,452.8632,238.0208,169.03738,1110.2021,3988.1432140369,1129.5253,650.906,67.77591,176.031701866
"Rpl17",963.512,297.108,156.919,8.01016,0,426.871,702.606,12.9489,586.873,20.6531,146.483,722.378,677.968,671.015,109.759,1321.36,4.08219,676.067,206.59,959.258,540.111,32.8965,490.269,420.906,1091.85,641.183,640.304,550.249,528.323,489.148,41.2956,387.91,0,786.814,202.036,2152,5.43829,489.474,62.9511,0,156.56,835,220.5,166.849,8.32182,355.98,749.655,220.246,1124.21,0,281.561,164.15,0,579.788,23.5877,564.547,324.858,6.26474,232.932
"Rpl18",308.955,412.861,713.988,0,2.45745,413.6,382.259,0,12,143,91.5395,1125.33,90.2443,274.153,8.8613e-06,1458.8,1.79577,1225.84,34.4425,685.036,323.34,395.957,82.3921,501.4,877.139,867.899,390.224,328.962,790.942,353.504,5.40196,343.94,4.96863,607.618,547.04,814,2,370,3.12603,2.88466,680.924,468.501,177,5.95883,4.78433,411,1760.43,586.578,3.50876,191.832,291.7,134.747,5,781.922,3049.89,1747.84,235.077,6.19125,507
"Rpl18a",147.545,749.899,2605.75,266.46,10.7916,2779.8,1026.41,10.7718,658.762,459.088,1297.54,2242.97,1354.18,1561.96,1319.18,2567.05,404.724,2873.93,216.668,2108.6,2724.75,576.325,736.891,421.447,2299.12,2557.17,1498.79,1061.08,2814.31,1645.36,186.443,1758.91,55.3463,1695.97,951.243,2505.77,7.62339,1887.58,462.205,2656.54,2207.68,2172.09,202.29,535.167,36.5983,1632.11,2358.18,1686.29,3163.97,1074.25,604.001,1255.11,342.897,2169.81,7971.95,3766.74,956.281,495.371,881.133
